web-scraper-order,web-scraper-start-url,category_link,category_link-href,subcategory_link,subcategory_link-href,product_link,product_link-href,name,entero,decimal
"1572320167-185","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Choclo, Arvejas, Vainitas, Habas y Otras Legumbres (6)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/choclo-arvejas-vainitas-habas-y-otras-legumbres?PS=24","Vainita Americana","https://www.plazavea.com.pe/vainita-americana/p","Vainita Americana","8",".40"
"1572320535-251","https://www.plazavea.com.pe/frutas-y-verduras","Frutas","https://www.plazavea.com.pe/frutas-y-verduras/frutas?PS=24","Paltas (5)","https://www.plazavea.com.pe/frutas-y-verduras/frutas/paltas?PS=24","Palta Naval","https://www.plazavea.com.pe/palta-naval/p","Palta Naval","8",".99"
"1572320067-164","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Papa, Camote, Yuca y Otros Tubérculos (10)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/papa-camote-yuca-y-otros-tuberculos?PS=24","Papa Cocktail Amarilla en Malla","https://www.plazavea.com.pe/papa-cocktail-amarilla/p","Papa Cocktail Amarilla en Malla","3",".49"
"1572320376-217","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Cebolla, Limón, Ajo y Ají (12)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/cebolla-limon-ajo-y-aji?PS=24","Ají Mirasol LA FLORENCIA Bandeja 100g","https://www.plazavea.com.pe/aji-mirasol-la-florencia-bandeja-100g/p","Ají Mirasol LA FLORENCIA Bandeja 100g","7",".49"
"1572320116-175","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Tomate, Pepino, Pimiento y Rocoto (7)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/tomate-pepino-pimiento-y-rocoto?PS=24","Pimiento Verde","https://www.plazavea.com.pe/pimiento-verde/p","Pimiento Verde","7",".99"
"1572320562-257","https://www.plazavea.com.pe/frutas-y-verduras","Frutas","https://www.plazavea.com.pe/frutas-y-verduras/frutas?PS=24","Fresas, Arándanos, Aguaymanto y Frutas Berries (7)","https://www.plazavea.com.pe/frutas-y-verduras/frutas/fresas-arandanos-aguaymanto-y-frutas-berries?PS=24","Mix Berries Paquete 100g","https://www.plazavea.com.pe/mix-berries-100gr/p","Mix Berries Paquete 100g","8",".99"
"1572320515-247","https://www.plazavea.com.pe/frutas-y-verduras","Frutas","https://www.plazavea.com.pe/frutas-y-verduras/frutas?PS=24","Papaya, Mango y Piña (6)","https://www.plazavea.com.pe/frutas-y-verduras/frutas/papaya-mango-y-pina?PS=24","Papaya","https://www.plazavea.com.pe/papaya/p","Papaya","3",".99"
"1572320489-241","https://www.plazavea.com.pe/frutas-y-verduras","Frutas","https://www.plazavea.com.pe/frutas-y-verduras/frutas?PS=24","Plátanos y Uvas (8)","https://www.plazavea.com.pe/frutas-y-verduras/frutas/platanos-y-uvas?PS=24","Plátano de Seda","https://www.plazavea.com.pe/platano-de-seda/p","Plátano de Seda","2",".49"
"1572319976-145","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Germinados (3)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/germinados?PS=24","Germinado AGE Lenteja Bandeja 100g","https://www.plazavea.com.pe/germinado-lenteja-age-bandeja-100g/p","Germinado AGE Lenteja Bandeja 100g","10",".90"
"1572320736-290","https://www.plazavea.com.pe/frutas-y-verduras","Frutas","https://www.plazavea.com.pe/frutas-y-verduras/frutas?PS=24","Melocotones, Duraznos, Ciruelas y Cerezas (1)","https://www.plazavea.com.pe/frutas-y-verduras/frutas/melocotones-duraznos-ciruelas-y-cerezas?PS=24","Melocotón Premium","https://www.plazavea.com.pe/melocoton-premium/p","Melocotón Premium","11",".90"
"1572320566-258","https://www.plazavea.com.pe/frutas-y-verduras","Frutas","https://www.plazavea.com.pe/frutas-y-verduras/frutas?PS=24","Fresas, Arándanos, Aguaymanto y Frutas Berries (7)","https://www.plazavea.com.pe/frutas-y-verduras/frutas/fresas-arandanos-aguaymanto-y-frutas-berries?PS=24","Mix de Berries LA FLORENCIA Aguaymanto y Blueberries Bandeja 300g","https://www.plazavea.com.pe/mix-de-berries-la-florencia-aguaymanto-y-blueberries-bandeja-300g/p","Mix de Berries LA FLORENCIA Aguaymanto y Blueberries Bandeja 300g","9",".90"
"1572320016-153","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Verduras Congeladas (8)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/verduras-congeladas?PS=24","Mix Italiano Precocido GREEN FOOD  Bolsa 400g","https://www.plazavea.com.pe/mix-italiano-precocido-green-food--bolsa-400g/p","Mix Italiano Precocido GREEN FOOD  Bolsa 400g","8",".39"
"1572320656-272","https://www.plazavea.com.pe/frutas-y-verduras","Frutas","https://www.plazavea.com.pe/frutas-y-verduras/frutas?PS=24","Frutas Congeladas (3)","https://www.plazavea.com.pe/frutas-y-verduras/frutas/frutas-congeladas?PS=24","Frutos del Bosque Enteros GREEN FOOD Bolsa 400g","https://www.plazavea.com.pe/frutos-del-bosque-enteros-green-food-bolsa-400g/p","Frutos del Bosque Enteros GREEN FOOD Bolsa 400g","12",".59"
"1572320638-268","https://www.plazavea.com.pe/frutas-y-verduras","Frutas","https://www.plazavea.com.pe/frutas-y-verduras/frutas?PS=24","Frutas Picadas y Preparadas (10)","https://www.plazavea.com.pe/frutas-y-verduras/frutas/frutas-picadas-y-preparadas?PS=24","Sandía en Trozos SOLEI Bandeja 300g","https://www.plazavea.com.pe/sandia-en-trozos-solei-bandeja-300g/p","Sandía en Trozos SOLEI Bandeja 300g","5",".90"
"1572320189-190","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Hierbas e Infusiones (5)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/hierbas-e-infusiones?PS=24","Albahaca x unidad","https://www.plazavea.com.pe/albahaca-x-unidad/p","Albahaca x unidad","1",".59"
"1572320205-193","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Lechuga, Espinaca y Hojas Verdes (19)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/lechuga-espinaca-y-hojas-verdes?PS=24","Lechuga Crespa LA FLORENCIA Bolsa","https://www.plazavea.com.pe/lechuga-crespa-la-florencia-bolsa/p","Lechuga Crespa LA FLORENCIA Bolsa","1",".69"
"1572320451-233","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Zapallo, Berenjena y Caigua (6)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/zapallo-berenjena-y-caigua?PS=24","Zapallo Macre (1un = 1 Tajada)","https://www.plazavea.com.pe/zapallo-macre-1un-1-tajada/p","Zapallo Macre (1un = 1 Tajada)","3",".49"
"1572319989-147","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Hongos y Setas (6)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/hongos-y-setas?PS=24","Champiñón Picado LA FLORENCIA Bandeja 200g","https://www.plazavea.com.pe/champinon-picado-la-florencia-bandeja-200g/p","Champiñón Picado LA FLORENCIA Bandeja 200g","5",".10"
"1572320001-150","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Hongos y Setas (6)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/hongos-y-setas?PS=24","Champiñón Portobello PACCU Bandeja 500g","https://www.plazavea.com.pe/champinon-portobello-paccu-bandeja-500g/p","Champiñón Portobello PACCU Bandeja 500g","17",".19"
"1572319870-127","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Verduras Picadas y Preparadas (23)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/verduras-picadas-y-preparadas?PS=24","Ensalada Delicia VITTA FRESH Táper 280g","https://www.plazavea.com.pe/ensalada-delicia-vitta-fresh-taper-280g/p","Ensalada Delicia VITTA FRESH Táper 280g","6",".99"
"1572319887-131","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Verduras Picadas y Preparadas (23)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/verduras-picadas-y-preparadas?PS=24","Locro LA FLORENCIA Paquete 500g","https://www.plazavea.com.pe/locro-la-florencia-paquete-500g/p","Locro LA FLORENCIA Paquete 500g","8",".50"
"1572320539-252","https://www.plazavea.com.pe/frutas-y-verduras","Frutas","https://www.plazavea.com.pe/frutas-y-verduras/frutas?PS=24","Paltas (5)","https://www.plazavea.com.pe/frutas-y-verduras/frutas/paltas?PS=24","Palta Fuerte","https://www.plazavea.com.pe/palta-fuerte/p","Palta Fuerte","10",".99"
"1572320542-253","https://www.plazavea.com.pe/frutas-y-verduras","Frutas","https://www.plazavea.com.pe/frutas-y-verduras/frutas?PS=24","Paltas (5)","https://www.plazavea.com.pe/frutas-y-verduras/frutas/paltas?PS=24","Palta Fuerte Madura LA FLORENCIA","https://www.plazavea.com.pe/palta-fuerte-madura-la-florencia-su/p","Palta Fuerte Madura LA FLORENCIA","14",".99"
"1572320222-197","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Lechuga, Espinaca y Hojas Verdes (19)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/lechuga-espinaca-y-hojas-verdes?PS=24","Mix de Lechuga VERDE PURO Bolsa Unidad","https://www.plazavea.com.pe/mix-de-lechuga-verde-puro-bolsa-unidad/p","Mix de Lechuga VERDE PURO Bolsa Unidad","5",".90"
"1572320369-216","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Brócoli, Coliflor y Alcachofa (5)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/brocoli-coliflor-y-alcachofa?PS=24","Brócoli","https://www.plazavea.com.pe/brocoli/p","Brócoli","4",".99"
"1572319907-136","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Verduras Picadas y Preparadas (23)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/verduras-picadas-y-preparadas?PS=24","Verdura Picada para Estofado de Carne LA FLORENCIA Bandeja 200g","https://www.plazavea.com.pe/verdura-picada-para-estofado-de-carne-la-florencia-bandeja-200g/p","Verdura Picada para Estofado de Carne LA FLORENCIA Bandeja 200g","7",".90"
"1572320385-219","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Cebolla, Limón, Ajo y Ají (12)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/cebolla-limon-ajo-y-aji?PS=24","Ají Verde","https://www.plazavea.com.pe/aji-verde/p","Ají Verde","4",".99"
"1572319911-137","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Verduras Picadas y Preparadas (23)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/verduras-picadas-y-preparadas?PS=24","Ensalada Mixta LA FLORENCIA Bandeja 500g","https://www.plazavea.com.pe/ensalada-mixta-la-florencia-bandeja-500g/p","Ensalada Mixta LA FLORENCIA Bandeja 500g","9",".29"
"1572319941-144","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Germinados (3)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/germinados?PS=24","Germinado / Sprouts AGE Bandeja 100g","https://www.plazavea.com.pe/germinado-sprouts-age-bandeja-100g/p","Germinado / Sprouts AGE Bandeja 100g","10",".90"
"1572319922-140","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Verduras Picadas y Preparadas (23)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/verduras-picadas-y-preparadas?PS=24","Sopa Wantán LA FLORENCIA Bandeja 400g","https://www.plazavea.com.pe/sopa-wantan-la-florencia-bandeja-400g/p","Sopa Wantán LA FLORENCIA Bandeja 400g","9",".50"
"1572320289-206","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Lechuga, Espinaca y Hojas Verdes (19)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/lechuga-espinaca-y-hojas-verdes?PS=24","Espinaca BELL'S Bolsa 350g","https://www.plazavea.com.pe/espinaca-bells-bolsa-350g/p","Espinaca BELL'S Bolsa 350g","3",".49"
"1572320681-277","https://www.plazavea.com.pe/frutas-y-verduras","Frutas","https://www.plazavea.com.pe/frutas-y-verduras/frutas?PS=24","Manzanas, Peras y Membrillos (8)","https://www.plazavea.com.pe/frutas-y-verduras/frutas/manzanas-peras-y-membrillos?PS=24","Manzana Israel","https://www.plazavea.com.pe/manzana-israel/p","Manzana Israel","2",".99"
"1572320630-266","https://www.plazavea.com.pe/frutas-y-verduras","Frutas","https://www.plazavea.com.pe/frutas-y-verduras/frutas?PS=24","Frutas Picadas y Preparadas (10)","https://www.plazavea.com.pe/frutas-y-verduras/frutas/frutas-picadas-y-preparadas?PS=24","Piña Golden Deshidratada FRUSELVA Paquete 50g","https://www.plazavea.com.pe/pina-golden-deshidratada-fruselva-paquete-50g/p","Piña Golden Deshidratada FRUSELVA Paquete 50g","7",".99"
"1572320653-271","https://www.plazavea.com.pe/frutas-y-verduras","Frutas","https://www.plazavea.com.pe/frutas-y-verduras/frutas?PS=24","Frutas Congeladas (3)","https://www.plazavea.com.pe/frutas-y-verduras/frutas/frutas-congeladas?PS=24","Moras Congeladas GREEN FOOD Bolsa 400g","https://www.plazavea.com.pe/moras-congeladas-green-food-bolsa-400g/p","Moras Congeladas GREEN FOOD Bolsa 400g","13",".99"
"1572319984-146","https://www.plazavea.com.pe/frutas-y-verduras","Verduras","https://www.plazavea.com.pe/frutas-y-verduras/verduras?PS=24","Hongos y Setas (6)","https://www.plazavea.com.pe/frutas-y-verduras/verduras/hongos-y-setas?PS=24","Champiñón Entero LA FLORENCIA Bandeja 200g","https://www.plazavea.com.pe/champinon-entero-la-florencia-bandeja-200g/p","Champiñón Entero LA FLORENCIA Bandeja 200g","4",".90"
